"TELERIDE_NUMBER","STOP_NAME","POINT"
"6463","SB Lake Bonavista DR @ Lake Aspen RD SE","POINT (-114.0656246 50.9460839)"
"6526","WB 32 AV SW @ 29 ST SW","POINT (-114.1301063 51.025592)"
"7255","SB Bannister RD @ 153 AV SE","POINT (-114.0663221 50.9148886)"
"9596","SB Saddlebrook DR @ Saddlelake DR NE","POINT (-113.930101 51.125632)"
"5549","NB Fairmount DR @ Heritage DR SE","POINT (-114.0598541 50.9799667)"
"2489","Deerfoot Meadows Station (WB)","POINT (-114.0406805 50.98736)"
"9261","NB Fish Creek - Lacombe CTrain Station","POINT (-114.0731677 50.9237048)"
"9044","NB 19 ST NW @ Cardston CR","POINT (-114.1090151 51.0823327)"
"5461","WB Morley TR @ 19 ST NW","POINT (-114.1067939 51.0751358)"
"9035","SB Northmount DR @ Thorneycroft DR NW","POINT (-114.0747027 51.1017348)"
"7008","EB 5 AV SW @ 1 ST SW","POINT (-114.0657409 51.0483414)"
"4981","SB 27 ST SE @ 107 AV SE","POINT (-113.9975746 50.9563864)"
"2869","SB 4A ST @ 67 AV SW","POINT (-114.0742878 50.9930437)"
"6668","NB Falconridge BV @ 64 AV NE","POINT (-113.9465769 51.1113281)"
"6585","EB McKenzie Lake BV @ McKenzie Lake WY SE","POINT (-113.9837309 50.9157653)"
"8693","SB Elbow DR @ Sabrina RD SW","POINT (-114.0848823 50.9566589)"
"7864","WB Coventry DR @ Coventry CL NE","POINT (-114.047883 51.1571339)"
"5813","WB Silver Springs RD @ Silver Springs CR NW","POINT (-114.18557 51.1105654)"
"8528","EB 1 AV NE @ Edmonton TR","POINT (-114.049849 51.053203)"
"9754","WB Panamount BV @ E. Leg Panamount RD NW","POINT (-114.0892466 51.1567142)"
"2835","EB Radcliffe DR @ 28 ST SE","POINT (-113.9891281 51.0467555)"
"5827","EB Varsity Estates DR W. of Varsity Estates RI NW","POINT (-114.1710069 51.0968117)"
"8755","EB 26 AV SW @ 35 ST SW","POINT (-114.1376941 51.0299878)"
"4371","EB Memorial DR @ 47 ST SE","POINT (-113.9630372 51.0527317)"
"4339","WB 26 AV NE @ 48 ST NE","POINT (-113.965113 51.0770633)"
"8843","WB Bowness RD @  Point DR NW","POINT (-114.1466188 51.0625514)"
"9288","EB Strathcona DR @ Strathridge GD SW","POINT (-114.1914947 51.0498502)"
"9984","WB 6 AV SE @ 1 ST SE","POINT (-114.0600289 51.0475051)"
"9983","WB 6 AV SW @ E. of 1 ST SW","POINT (-114.06443 51.0476338)"
"5191","SB Elbow DR @ 75 AV SW","POINT (-114.0832811 50.9856186)"
"2796","Rundleside Drive Station (EB)","POINT (-113.9693783 51.0813846)"
"6299","EB 37 AV NE @ 23 ST NE","POINT (-114.0044232 51.0865604)"
"3967","WB Everstone BV @ James McKevitt RD SW","POINT (-114.1011009 50.9109457)"
"3862","NB SarceeTR NW @ Beacon Hill SC","POINT (-114.1620338 51.1581444)"
"7938","WB 17 AV SW @ 10 ST SW","POINT (-114.087144 51.0379125)"
"2902","EB 6 AV SE @ 3 ST SE","POINT (-114.0540432 51.0470476)"
"3516","NB Copperpond BV @ Copperpond PA SE","POINT (-113.920069 50.9212828)"
"2217","WB Walden DR SE @ Walgrove ST SE","POINT (-114.0259084 50.8667884)"
"4219","NB Braeside DR @ 107 AV SW","POINT (-114.1030397 50.9575878)"
"6417","SB Acadia DR @ Willowfern DR SE","POINT (-114.0410367 50.9547908)"
"6818","NB Lions Park CTrain Station","POINT (-114.1036668 51.0650831)"
"5171","56th Avenue N Station (SB)","POINT (-114.0625666 51.1022938)"
"4324","WB 4 AV NE @ Maddock DR","POINT (-113.9449799 51.0558228)"
"8773","SB 51 ST SW @ Glenbrook PL","POINT (-114.1611982 51.0214049)"
"6022","EB Centre AV @ 19 ST E","POINT (-114.0075591 51.0523699)"
"5029","EB Bowness RD @ 83 ST NW","POINT (-114.2076798 51.0901025)"
"8871","WB Martindale BV @ Martha's Meadow DR NE","POINT (-113.9642757 51.1220976)"
"2508","NB Temple DR @ 37 AV NE","POINT (-113.9390598 51.086699)"
"7673","SB 11 ST SE @ 73 AV SE","POINT (-114.0397991 50.9883558)"
"9891","NB Tuscany Springs BV @  Tusslewood TC NW","POINT (-114.2507016 51.1384367)"
"2029","EB Symons Valley PY @ Sage Meadows GR NW","POINT (-114.1245522 51.1679203)"
"4847","WB 17 AV SW @ Crowchild TR","POINT (-114.1144364 51.0379065)"
"4839","NB Royal Oak DR @ Royal Crest WY NW","POINT (-114.2157775 51.1419066)"
"4922","SB 73 ST SW @ Old Banff Coach RD","POINT (-114.1937659 51.0665629)"
"4303","EB Country Village RD @ Harvest Hills BV NE","POINT (-114.068788 51.1602623)"
"7524","NB 19 ST NE @ 30 AV NE","POINT (-114.0114528 51.0800932)"
"5651","WB Bow TR @ 24 ST SW","POINT (-114.1177897 51.0418031)"
"8779","SB 51 ST SW @ 26 AV SW","POINT (-114.1611373 51.0298675)"
"4838","NB Royal Oak DR @ Royal Birch RD NW","POINT (-114.2148936 51.1439993)"
"4481","WB 16 AV SE @ Robson CR","POINT (-113.9913005 51.0394401)"
"5717","WB Erin Woods DR @ Erin Meadows GR SE","POINT (-113.9642503 51.0191396)"
"2312","NB 68 ST NE @ Abbercove Dr","POINT (-113.9349282 51.0501353)"
"7960","EB Bonaventure DR @ Southcentre Mall (EB)","POINT (-114.0650469 50.953895)"
"8477","WB Royal Oak WY @ Royal Oak CI NW","POINT (-114.2240525 51.1503064)"
"5556","NB Macleod TR @ 42 AV SE","POINT (-114.063974 51.0164964)"
"6164","NB Deer Ridge DR @ 137 AV SE","POINT (-114.0265069 50.9285336)"
"9207","NB Somerset DR @ Somerside  CL SW","POINT (-114.0900782 50.8992566)"
"5848","SB Ogden RD @ 78 AV SE","POINT (-113.9989962 50.9828434)"
"4720","SB Tuscany Glen RD @ Tuscany DR NW","POINT (-114.2493966 51.1180397)"
"9474","SB 52 ST SE @ Erin Woods DR (N. Leg) SE","POINT (-113.9585895 51.0234809)"
"8244","EB Sunmills DR @ Sunvista CL SE","POINT (-114.0324885 50.8976258)"
"3924","EB Silverado WY @ Silverado Plains CL SW","POINT (-114.0845159 50.8814227)"
"5299","NB 1 ST SW @ 8 AV SW","POINT (-114.0654217 51.0452661)"
"7086","SB Edgebrook DR@ Edgebank CI NW","POINT (-114.1387747 51.1283537)"
"8107","WB Auburn BAY BV @ Auburn Shores WY SE","POINT (-113.9570321 50.8853912)"
"3524","NB McIvor BV @ Copperfield BV SE","POINT (-113.9319729 50.9195833)"
"3732","EB 17 AV SW @ 69 Street West LRT Station","POINT (-114.1862036 51.0376547)"
"8061","SB Riverbend DR @ Riverside WY SE","POINT (-114.0249287 50.9804309)"
"9380","WB Country Hills BV @ Country Village WY NE","POINT (-114.0616654 51.1543061)"
"9030","EB 5 AV SW @ 6 ST SW","POINT (-114.075538 51.0486681)"
"4028","WB 24 AV NW @ Collegiate RD","POINT (-114.1437989 51.0743609)"
"5897","NB 44 ST SE @ 23 AV SE","POINT (-113.9698991 51.0335436)"
"9279","WB Strathcona DR @ 69 ST SW","POINT (-114.1884495 51.048059)"
"7876","NB Bowness RD @ 45 ST NW","POINT (-114.1586533 51.0713124)"
"6888","SB Edgevalley DR @ Edgeview DR NW","POINT (-114.1480331 51.13028)"
"9510","EB Country Hills BV @ Edgeridge PA NW","POINT (-114.1345468 51.1396104)"
"5521","SB Macleod TR @ 31 AV SW","POINT (-114.0592513 51.0255469)"
"8015","SB Kincora DR @ Kincora BV NW","POINT (-114.1282688 51.1588317)"
"2152","Tuscany Station - Tuscany Terminal","POINT (-114.2360123 51.1337036)"
"7211","SB Hawkwood BV @ Hawkview RD NW","POINT (-114.1690969 51.1292271)"
"5998","NB Manhattan RD @ Manilla RD SE","POINT (-114.0532428 51.0141428)"
"3434","WB Cranston AV @ Cranston RD SE","POINT (-113.9794949 50.8799573)"
"8246","NB Sunmills DR @ Sun Harbour CR SE","POINT (-114.0277976 50.8989186)"
"3642","SB 52 ST SE @ 90 AV SE","POINT (-113.9587381 50.9708632)"
"7101","WB Dalhousie DR @ Dalgetty DR NW","POINT (-114.150723 51.1035415)"
"5548","NB Fairmount DR @ Acadia DR SE","POINT (-114.0591651 50.9726094)"
"5371","NB Harvest Hills BV @ Harvest Oak GA NE","POINT (-114.0639232 51.1462315)"
"2836","EB Radcliffe DR @ Radcliffe CR (E.Leg) SE","POINT (-113.9839633 51.048038)"
"9764","EB Panamount BV @ W. Leg Panamount RD NW","POINT (-114.0918485 51.156734)"
"7476","NB Silvergrove DR @ Silvercreek DR NW","POINT (-114.2057389 51.1130463)"
"3715","NB 85 ST SW @ 8 AV SW","POINT (-114.2108595 51.063612)"
"7249","WB Arbour Ridge WY @ Arbour Ridge PA NW","POINT (-114.1867256 51.1409231)"
"7378","WB MacEwan DR @ MacEwan Valley GA NW","POINT (-114.1134129 51.1403226)"
"7541","NB Shawnee GA @ James McKevitt  RD SW","POINT (-114.0748674 50.9219295)"
"8797","WB 106 AV SE @ 46 ST SE","POINT (-113.9691766 50.9580648)"
"5960","NB Lake Sylvan DR @ Lake Ontario DR SE","POINT (-114.0336903 50.9429107)"
"8304","WB Canyon Meadows DR @ Deer River GA SE","POINT (-114.0108929 50.9334148)"
"5990","Chinook LRT Station WB","POINT (-114.0668427 50.9974848)"
"4773","SB University DR @ 12 AV NW","POINT (-114.1183156 51.0609282)"
"7899","WB Rundlehorn DR @ 40 ST NE","POINT (-113.9749906 51.0711867)"
"9292","EB Taravista DR @ Taracove Estate DR NE","POINT (-113.940014 51.1212875)"
"5429","EB 24 AV NW @ Upton PL","POINT (-114.1350819 51.07416)"
"9226","EB Midridge DR @ Midridge CR SE","POINT (-114.0555905 50.9185401)"
"2804","NB 39 ST NW @ University AV","POINT (-114.1446966 51.0787489)"
"5602","EB Everridge DR @ Evermeadow GA SW","POINT (-114.1212794 50.9108877)"
"9617","Alberta Children's Hospital Station (NB)","POINT (-114.1456529 51.0755315)"
"8576","Saddletowne Terminal Stop A","POINT (-113.9476704 51.1260581)"
"5692","SB Crowchild TR @ Longridge DR SW","POINT (-114.1181061 50.9951007)"
"8534","WB 17 AV SW @ 24 ST SW","POINT (-114.118361 51.0378865)"
"7656","SB California BV @ 200 California  PL NE","POINT (-113.9266582 51.071911)"
"9352","SB Cougar Ridge DR @ Cougarstone PL SW","POINT (-114.2169386 51.067827)"
"4365","EB Abbotsford DR @ Aboyne WY NE","POINT (-113.9310005 51.063255)"
"4412","EB Pinetown PL @ 56 ST NE","POINT (-113.9523907 51.07684)"
"9161","SB Lake Sylvan DR @ N. of Lake Michigan CR SE","POINT (-114.0297324 50.9440244)"
"5790","EB Falconridge DR @ Falsbridge DR NE","POINT (-113.9558042 51.0994346)"
"5073","WB 17 AV SE @ 52 ST SE","POINT (-113.9595279 51.0379658)"
"6551","NB Woodbine BV @ Woodbrook RD SW","POINT (-114.1363582 50.9454395)"
"3443","EB Symons Valley PY @ Sherwood DR NW","POINT (-114.1596517 51.1678826)"
"2455","EB Seton DR @ Main ST SE","POINT (-113.9506357 50.8767308)"
"8589","NB Arbour Lake DR @ Arbour Vista GA NW","POINT (-114.1941965 51.1363266)"
"9742","SB Auburn Bay BV @ Auburn Bay GD SE","POINT (-113.9679088 50.8908917)"
"3442","EB 112 AV NW @ Rocky Ridge Recreation Centre","POINT (-114.2282071 51.1540487)"
"9091","WB Deer Ridge DR @ Deerview DR SE","POINT (-114.0197926 50.925358)"
"6447","WB 90 AV SE @ Bonaventure DR SE","POINT (-114.0660921 50.972334)"
"7159","NB Scurfield DR @ Scripps LD NW","POINT (-114.2226464 51.1201414)"
"4011","SB Edgepark BV @ Edgebyne CR NW","POINT (-114.1560473 51.1285055)"
"7523","EB 27 AV NE @ 21 ST NE","POINT (-114.0083375 51.0768112)"
"2569","NB Lakeview DR @ Ladbrooke DR SW","POINT (-114.135229 51.0022431)"
"9087","SB Queensland DR @ 400 Queensland PL SE","POINT (-114.0176752 50.9353154)"
"8992","NB 4 ST NE @ Beaver Dam RD","POINT (-114.0535605 51.1023818)"
"5264","SB Heritage Meadows RD @ Heritage DR SE","POINT (-114.0300956 50.9863193)"
"6605","NB Brisebois DR @ Brentwood BV NW","POINT (-114.1304365 51.0915408)"
"6197","EB Berkshire BV @ Beddington BV NW","POINT (-114.0881688 51.1338587)"
"4374","WB Abbeydale DR @ Aboyne WY NE","POINT (-113.9321457 51.0600144)"
"3718","SB 85 ST SW @ Old Banff Coach RD","POINT (-114.2112269 51.0665224)"
"8869","NB Martindale BV @ Martha's Haven PL NE","POINT (-113.9686963 51.1199195)"
"4419","EB 58 AV SE @ 9 ST SE","POINT (-114.0401903 51.0016874)"
"3860","NB Sarcee TR @ Citadel GR NW","POINT (-114.1680068 51.1451662)"
"4523","NB 20A ST SE @ 76 AV SE","POINT (-114.0100879 50.9854218)"
"5138","EB 17 AV SW @ 16 St SW","POINT (-114.0982384 51.0377659)"
"8879","SB 52 ST SE @ 130 AV SE","POINT (-113.9583987 50.9305199)"
"4352","EB 17th AV SE @ 61st ST SE","POINT (-113.942179 51.037752)"
"5836","EB 21 AV @ Hurst RD SE","POINT (-114.0380411 51.0345095)"
"4312","NB Panorama Hills DR @ Panorama Hills ME NW","POINT (-114.0855705 51.1521792)"
"8518","EB Bridlewood RD @ Bridlewood ST SW","POINT (-114.103913 50.9020925)"
"6800","EB 34 AV NW @ 50 ST NW","POINT (-114.1592736 51.082927)"
"3701","SB Cortina DR @ Cortina WY SW","POINT (-114.2210085 51.0340654)"
"4780","EB James McKevitt RD @ Evergreen ST SW","POINT (-114.0941137 50.921242)"
"7183","SB Ranchview DR @ Ranchlands BV NW","POINT (-114.1818259 51.1157371)"
"9559","WB Saddlemont BV @ Saddlelake GR NE","POINT (-113.9313623 51.1297839)"
"6674","EB Rundlehorn DR @ 52 ST NE","POINT (-113.9575369 51.0715321)"
"6155","WB Abbeydale DR @ Abbotsford DR NE","POINT (-113.9279804 51.0612236)"
"4129","WB Pinetown PL @ 56 ST NE","POINT (-113.9526687 51.0769552)"
"8429","NB Tuscany Springs BV @ Tuscarora CL NW","POINT (-114.2382206 51.1271484)"
"7594","NB Centre ST N @ Harvest Hills BV","POINT (-114.0713335 51.1319629)"
"3815","WB Coventry Hills RD @ E. of Country Village LI NE","POINT (-114.0652544 51.1606296)"
"4539","SB Ogden RD @ N. of 34 AV SE","POINT (-114.0310174 51.0249943)"
"4285","WB Dover Ridge Dr @ 26A St SE","POINT (-113.9969162 51.0187971)"
"3614","WB Aspen Dr @ Spruce WY NW","POINT (-114.2202162 51.0905913)"
"5880","SB Dover Ridge DR @ Dovercliffe WY SE","POINT (-113.9767726 51.0232875)"
"2081","WB Sherwood Ga @ Sherwood Sq NW","POINT (-114.146862 51.1633571)"
"7779","SB Signal Hill DR @ Signal Hill WY SW","POINT (-114.1703249 51.0265645)"
"7696","WB Hidden Valley DR @ Hidden CL NW","POINT (-114.1232435 51.1454851)"
"9135","NB 16 AV NW @ Monterey AV","POINT (-114.1604855 51.0699052)"
"5143","NB 8 ST SW @ 11 AV SW","POINT (-114.0813681 51.0426435)"
"8185","SB 44 ST SE @ 68 AV SE","POINT (-113.9702261 50.9935509)"
"8253","NB Sunmills DR @ Sun Harbour RD","POINT (-114.0278986 50.900705)"
"4254","WB Willingdon BV @ Wilderness DR SE","POINT (-114.057887 50.9529411)"
"8723","SB Elbow DR @ 36 AV SW","POINT (-114.0779608 51.0212943)"
"4300","NB Springborough BV @ 26 AV SW","POINT (-114.1933506 51.030961)"
"5841","WB Millican RD @ Lynnview RD SE","POINT (-114.0109363 50.99916)"
"5983","EB 42 AV SE @ 11 ST SE","POINT (-114.036714 51.0159642)"
"8906","WB Rocky Ridge DR @ 300 Rocky Ridge DR NW","POINT (-114.24711 51.142307)"
"9151","EB Lake Bonavista DR @ Lake Erie RD SE","POINT (-114.0552817 50.9454995)"
"5726","SB 19 ST NE @ Valleyview RD","POINT (-114.0135733 51.0706757)"
"5178","WB 6 AV SW@ 2 ST SW","POINT (-114.0685947 51.0476665)"
"4651","EB Palliser DR @ 24 ST SW","POINT (-114.1172343 50.9693898)"
"7499","WB McKinnon DR @ McKinnon Terrace NE","POINT (-114.0085985 51.065907)"
"2822","WB 76 AV SE @ 68 ST SE","POINT (-113.9357438 50.9852108)"
"5465","NB 17 ST SE@ 3 AV SE","POINT (-114.0132942 51.0506278)"
"7071","EB Deer Ridge DR @ Deer Ridge WY SE","POINT (-114.0218654 50.9254379)"
"2369","NB Aero DR @ Aero WY E leg","POINT (-114.0363143 51.1339529)"
"6345","NB 37 ST SW @ 23 AV SW","POINT (-114.1410737 51.0334796)"
"7701","EB Hidden Valley DR @ Hidden Valley LI NW","POINT (-114.1057269 51.1507283)"
"7230","SB Ranchero DR @ John Laurie BV NW","POINT (-114.1895783 51.1250353)"
"4457","96th Avenue N Station (NB)","POINT (-114.0677274 51.1432274)"
"8314","SB Queensland DR @ Queen Isabella CL SE","POINT (-114.0285924 50.9344426)"
"6788","NB Seton WY @ Front ST SE","POINT (-113.9564385 50.88104)"
"7836","WB 12 AV SE @ 5 ST SE","POINT (-114.0515547 51.0411839)"
"6012","SB 11 ST NE @ 53 AV NE","POINT (-114.0366038 51.0996772)"
"9132","NB Woodpark BV @ 117 AV SW","POINT (-114.1088098 50.9476925)"
"4098","EB Country Village WY @ W.of Country Village CV NE","POINT (-114.0635299 51.1561393)"
"4777","SB Chaparral BV @ Chapala WY SE","POINT (-114.0248437 50.8814467)"
"4417","EB Country Hills BV @ Country Hills DR NW","POINT (-114.0764375 51.1475617)"
"6607","EB Varsity DR @ Shaganappi TR NW","POINT (-114.1538915 51.0931309)"
"8870","EB  Martindale BV @ Martha's Haven  GR NE","POINT (-113.9652481 51.1216551)"
"2516","31st Street NW Station (WB)","POINT (-114.1299229 51.0819155)"
"2522","SB 36 ST NE @ 108 AV NE","POINT (-113.9818528 51.1507835)"
"6029","SB 28 ST NE @ 7 AV NE","POINT (-113.9934053 51.0589235)"
"6252","NB Edgedale DR @ Edgeland RD NW","POINT (-114.1553196 51.1263921)"
"3921","WB Promenade WY @ E.Leg Promenade PA SE","POINT (-113.9612674 50.9133544)"
"3586","SB 52 ST @ Auburn Meadows DR SE","POINT (-113.9427995 50.8930904)"
"9067","EB Richmond RD @ 37 ST SW","POINT (-114.1404621 51.0225629)"
"6201","WB @ 78 AV NW Terminal","POINT (-114.0710395 51.1229454)"
"4544","SB Spiller RD @ 20 AV SE","POINT (-114.0416219 51.0358506)"
"5486","WB 32 AV NW @ 37 ST NW","POINT (-114.1416309 51.0816422)"
"5534","SB Fairmount DR @ Southland DR SE","POINT (-114.0587912 50.96365)"
"3458","WB Symons Valley PY (128 Av NW) @ Nolan Hill RI NW","POINT (-114.157065 51.1682326)"
"6965","NB California BV @ Del Ray GA NE","POINT (-113.9263254 51.0734854)"
"5907","WB 6 AV SW @ 11 ST SW","POINT (-114.0893178 51.0482928)"
"3462","NB Harvest Hills BV @ Panatella GA NW","POINT (-114.067875 51.1670097)"
"4257","WB Willingdon BV @ Wilton PL SE","POINT (-114.0465749 50.9505505)"
"6996","EB 46 AV NW @ 84 ST NW","POINT (-114.2100138 51.094035)"
"5565","NB Midridge DR @ Midlake BV SE","POINT (-114.0617353 50.9154209)"
"1905","SB Skyview Shores MR NE @ Skyview Shores CO NE","POINT (-113.9625787 51.1568262)"
"7198","WB Ranchview DR @ Ranch Estates DR NW","POINT (-114.1771252 51.119941)"
"3745","26th Avenue SW Station (SB)","POINT (-114.1413179 51.0297446)"
"3836","SB Tuscany Ravine RD @ Tuscany Meadows CM NW","POINT (-114.2405156 51.116948)"
"7638","NB Kincora DR @ Kincora MR NW","POINT (-114.1383478 51.1570003)"
"9851","SB New Brighton DR @ New Brighton CI SE","POINT (-113.9549057 50.9197155)"
"5383","WB Sandstone DR@ Sanderling HL NW","POINT (-114.0936548 51.139608)"
"8688","NB Elbow DR @ Canata CL SW","POINT (-114.0854701 50.9445394)"
"6287","EB Woodview DR @ Woodfield DR SW","POINT (-114.1212048 50.9411268)"
"8031","EB 5 AV NW @ 20 ST NW","POINT (-114.1075724 51.0571655)"
"8408","NB Hidden Valley DR @ Hidden Hills WY NW","POINT (-114.129466 51.1472931)"
"9365","EB Discovery Ridge BV @ Discovery Ridge LN SW","POINT (-114.2133842 51.0151604)"
"7290","EB Scenic Acres BV @ Nose Hill DR NW","POINT (-114.2063975 51.1182339)"
"2192","EB Freeport BV @ Freeport WY NE","POINT (-114.0093086 51.1505953)"
"3843","NB Symons Valley RD @ Kincora Glen RD NW","POINT (-114.1300265 51.1659078)"
"4722","WB Taradale DR @ Tararidge DR NE","POINT (-113.9412177 51.1139314)"
"3576","NB Chaparral Valley DR @ Chaparral Valley GV SE","POINT (-114.0151617 50.8841875)"
"7577","SB 36 ST NE @ 32 AV NE","POINT (-113.9820172 51.0806046)"
"9692","NB Martha's WY @ Martha's Meadow GA NE","POINT (-113.9599577 51.1238401)"
"4085","WB Country Village WY @ Country Village LINK NE","POINT (-114.0670251 51.1566435)"
"6491","EB 50 AV SE @ 51 ST SE","POINT (-113.9603844 51.0086947)"
"3811","WB Coventry Hills WY @ W. of Covewood LI NE","POINT (-114.0483185 51.1648715)"
"8294","SB Deerfield DR @ 146 AV SE","POINT (-114.0142804 50.919649)"
"2398","EB 50 AV @ 35 ST SE","POINT (-113.9812589 51.0086606)"
"6765","Marlborough LRT Station (SB 36 ST NE @ 8 AV NE)","POINT (-113.982117 51.0588932)"
"5318","EB 26 AV SW@ 42 ST SW","POINT (-114.1474519 51.0304334)"
"4535","SB Ogden RD @ 17A ST SE","POINT (-114.0171394 51.0170038)"
"2856","NB 68 ST SE @ Applewood DR (S. Leg) SE","POINT (-113.9348978 51.0428835)"
"2880","EB Southland DR @ Oakfield DR SW","POINT (-114.131722 50.9611395)"
"8223","EB Shannon DR @ Shannon CR SW","POINT (-114.0838189 50.910416)"
"8991","NB 4 ST NE @ Grier AV","POINT (-114.0536544 51.0987502)"
"8602","WB Arbour Crest DR @ Arbour Butte RD NW","POINT (-114.2023269 51.1401823)"
"7060","EB Northmount DR @ Braden CR NW","POINT (-114.1307532 51.0938062)"
"9535","EB 80 AV NE @ Tarawood LN","POINT (-113.9406113 51.1250513)"
"7137","SB Silver Ridge DR @ Silver Crest CR NW","POINT (-114.1997141 51.1049239)"
"9140","NB Saddletowne CI @ Taravista DR NE","POINT (-113.9442584 51.1219895)"
"7946","WB Richmond RD @ 42 ST SW","POINT (-114.1486788 51.0202094)"
"3465","WB Masters AV @ Marine DR SE","POINT (-113.9260672 50.8928629)"
"8636","Saddletowne Terminal Stop G","POINT (-113.9487598 51.1244737)"
"2629","SB Invermere Drive @ Willowmere Close","POINT (-113.8352697 51.049633)"
"7678","EB Douglasdale BV @ Douglasview PA SE","POINT (-113.9886381 50.9405514)"
"6741","NB Bowwood DR @ Bowness RD NW","POINT (-114.1739812 51.0803695)"
"5850","NB Crowfoot CR @ Crowfoot WY NW","POINT (-114.2064874 51.1259804)"
"6942","WB Sunmills DR @ Sunset WY SE","POINT (-114.0375581 50.8982045)"
"4932","EB Everstone BV @ Everstone DR SW","POINT (-114.1047555 50.9107486)"
"9430","4th Street NW Station (WB)","POINT (-114.072877 51.0670733)"
"1955","SB Redstone GV @ Redstone VI NE","POINT (-113.9659755 51.1697952)"
"6175","NB 68 ST NE @ Abbeydale DR NE","POINT (-113.9349816 51.0600403)"
"6589","EB Shawnee DR @ Shawnee CR SW","POINT (-114.0834185 50.9265971)"
"9457","NB Douglas Glen BV @ Douglas Glen HE SE","POINT (-114.0100018 50.9537299)"
"4259","SB Acadia DR @ Williow Park DR SE","POINT (-114.0438227 50.9595838)"
"6423","WB Southland DR @ 24 ST SW","POINT (-114.1198916 50.9614409)"
"2841","SB 28 ST SE @ Doverthorn RD","POINT (-113.9916452 51.0202301)"
"2122","WB Auburn Bay DR @ Auburn Glen WY SE","POINT (-113.9549264 50.8962178)"
"7419","NB 14 ST NW @ 2 AV NW","POINT (-114.0946006 51.0548556)"
"1969","SB Cornerstone BV @ Cornerstone HT NE","POINT (-113.9383429 51.1575538)"
"3837","EB Crowfoot CR @ 200 Crowfoot GA NW","POINT (-114.2003431 51.1287836)"
"9214","NB Acadia DR @ Lake Placid HL SE","POINT (-114.0481011 50.9320009)"
"9253","SB 60 ST NE @ 88 AV NE","POINT (-113.9469139 51.1317825)"
"2611","WB Na'a Dr @ Canada Olympic Dr SW","POINT (-114.2085387 51.0814882)"
"5101","SB Hunterview DR @ Hunterquay HL NW","POINT (-114.0841959 51.1197728)"
"7235","WB John Laurie BV @ 100 Crowfoot GA NW","POINT (-114.197588 51.1291943)"
"8000","EB 53 AV SE @ 3 ST SE","POINT (-114.0562766 51.0058927)"
"7965","NB 52 ST SE @ 72 AV SE","POINT (-113.9582303 50.9901985)"
"1988","WB Homestead AV NE @ Homestead DR NE","POINT (-113.9158353 51.1252689)"
"5071","WB Pensacola WY @ Pennsburg DR SE","POINT (-113.9517697 51.0411133)"
"5355","NB 20 ST SW@ 46 AV SW","POINT (-114.1092494 51.0128355)"
"2290","SB Redstone ST @ Redstone WY NE","POINT (-113.9622202 51.1660457)"
"6023","NB 28 ST E @ Centre AV","POINT (-113.9932187 51.0527751)"
"5364","EB 33 AV SW@ 16 ST SW","POINT (-114.0991596 51.0239367)"
"9615","SB New Brighton WY@  New Brighton DR SE","POINT (-113.9433069 50.9161451)"
"6110","Braeside Station (NB)","POINT (-114.1177232 50.9545962)"
"8651","EB 9 AV SW @ 5 ST SW","POINT (-114.0733408 51.0448172)"
"7927","WB Richmond RD @ 40 ST SW","POINT (-114.1458765 51.0210224)"
"9266","NB 8 ST NE @ 68 AV NE","POINT (-114.0445377 51.1163838)"
"8701","SB Elbow DR @ Hillary CR SW","POINT (-114.084778 50.9708323)"
"4789","WB MacDonald AV @ 8 ST SE","POINT (-114.042589 51.041272)"
"3853","SB Tuscany Valley VW @ Tuscany  Valley GA NW","POINT (-114.2438225 51.1269299)"
"9072","WB Southport WY @ Southport RD SW","POINT (-114.0737128 50.9578545)"
"4107","EB 32 AV NW @ 37 ST NW","POINT (-114.1405918 51.0813559)"
"8744","SB Centre ST N @ 22 AV N","POINT (-114.0626384 51.0720998)"
"7997","EB Sun Valley BV @ Sunpark DR SE","POINT (-114.0545868 50.9064974)"
"7795","SB Taradale DR @ Taravista WY NE","POINT (-113.9272553 51.1163085)"
"5470","WB Bow TR @ 26 ST SW","POINT (-114.1239299 51.0417206)"
"7168","EB Scenic Acres DR @ Scenic Ridge GA  NW","POINT (-114.2160602 51.1108372)"
"7471","EB Valley Ridge DR @ Valley Meadow CL NW","POINT (-114.2453607 51.0919577)"
"1950","NB Redstone BV @ Red Embers MR NE","POINT (-113.9508958 51.1703275)"
"1921","EB Cornerstone WY @ Cornerstone BV NE","POINT (-113.9374986 51.1505867)"
"8069","WB 17 AV SW @ Glenside DR","POINT (-114.1602347 51.0387953)"
"7800","EB Somerset GA @ Somerset DR SW","POINT (-114.0763679 50.8992286)"
"6553","WB Edenwold DR @ Edcath RI NW","POINT (-114.1410809 51.1208726)"
"8826","EB 9 AV SE @ 16 ST SE","POINT (-114.0215385 51.0361091)"
"2131","EB New Brighton DR @ New Brighton GV SE","POINT (-113.9355247 50.9196083)"
"7709","SB McKenzie Lake BV @ Mountain Park CI SE","POINT (-113.9866874 50.9110598)"
"4735","WB Sun Valley BV @ Midpark BV SW","POINT (-114.0560714 50.9066428)"
"9037","EB 41 AV NE @ Edmonton TR","POINT (-114.0525628 51.0895479)"
"9097","WB Canyon Meadows DR @ Lake Lucerne RD SE","POINT (-114.0461461 50.9294733)"
