"TELERIDE_NUMBER","STOP_NAME","POINT"
"6334","WB 6 AV SW @ E. of 1 ST SW","POINT (-114.0642274 51.0475883)"
"3554","EB 112 AV NW @ 85 ST NW","POINT (-114.2085712 51.152351)"
"7360","EB 32 AV NE @ 68 ST NE","POINT (-113.9340257 51.0814056)"
"5688","EB Sirocco DR @ Signature WY SW","POINT (-114.1675959 51.0355291)"
"6371","SB 37 ST SW @ 30 AV SW","POINT (-114.1413126 51.0265864)"
"3680","EB Hamptons DR @ Hampstead TC NW","POINT (-114.1336492 51.1447046)"
"7155","WB Scenic Acres BV @ Scenic Hill CL NW","POINT (-114.2190022 51.1172844)"
"5479","NB Shawinigan DR @ Shawbrooke DR SW","POINT (-114.087615 50.9068139)"
"9372","NB 69 ST SW @ Springbank GA","POINT (-114.1879322 51.0212693)"
"8572","SB Rundle CTrain Station","POINT (-113.9818424 51.0751761)"
"2731","EB Auburn Springs BV @Auburn Bay ST SE","POINT (-113.9503884 50.886763)"
"8758","EB 26 AV SW @ 25 ST SW","POINT (-114.1203509 51.0299571)"
"7862","SB Coventry DR @ Coventry BV NE","POINT (-114.0451015 51.1576843)"
"8713","WB 90 AV SE @ 40 ST SE","POINT (-113.9756515 50.9723731)"
"9951","EB Old Banff Coach RD @ 81 ST SW","POINT (-114.2046948 51.0668969)"
"6040","EB 8 AV NE @ 19 ST NE","POINT (-114.0126465 51.0595342)"
"4879","WB 78 AV NW @ 9 ST NW","POINT (-114.0808637 51.1220732)"
"5739","WB Northmount DR @ 4 ST NW","POINT (-114.0720693 51.1027122)"
"6971","EB Douglasdale BV @ Douglasbank GD SE","POINT (-114.0024108 50.942678)"
"3704","NB 77 ST SW @ 9 AV SW","POINT (-114.1993267 51.0598155)"
"6726","SB 19 ST NW @ 20 AV NW","POINT (-114.1064065 51.0701341)"
"5674","EB 12 AV NE @ Edmonton TR","POINT (-114.0553905 51.0632553)"
"6395","WB Hawksbrow DR @ Hawkridge PL NW","POINT (-114.1706654 51.1255503)"
"8341","NB 52 ST SE @ 52 AV SE","POINT (-113.9582033 51.0069468)"
"7103","SB Northland DR @ N. of Northmount DR NW","POINT (-114.141598 51.0983805)"
"4984","Martindale LRT Station EB (Martin Crossing DR)","POINT (-113.9670071 51.1173652)"
"7221","SB Hawkwood DR @ Hawkdale GA NW","POINT (-114.1837121 51.130066)"
"8747","NB Centre ST N @ Tache AV N","POINT (-114.0623418 51.1083147)"
"5723","SB 19 ST NE @ 32 AV NE","POINT (-114.0118113 51.0809568)"
"5731","Edmonton Trail Station (WB)","POINT (-114.0568997 51.0670721)"
"7414","NB Crowchild TR @ 23 AV SW","POINT (-114.1180001 51.0331283)"
"5630","Oakridge Station (SB)","POINT (-114.1181815 50.9605352)"
"4072","SB Bowwood DR @ 31 AV NW","POINT (-114.1742537 51.0803491)"
"5242","SB 10 ST NW @ Rosehill DR NW","POINT (-114.085301 51.0779295)"
"7672","NB 10 ST NW @ 13 AV NW","POINT (-114.0844808 51.0644078)"
"8516","WB 162 AV SW @ James McKevitt RD","POINT (-114.1000188 50.9054678)"
"7156","WB Scurfield DR @ Scanlon PL NW","POINT (-114.2192063 51.1241161)"
"5374","WB 54 AV SW@ 20 ST SW","POINT (-114.1097742 51.0050859)"
"8762","EB 26 AV SW Overpass @ Crowchild TR","POINT (-114.1174517 51.0301743)"
"5592","WB 32 AV NW @ 33 ST NW","POINT (-114.1347758 51.0816541)"
"5014","WB 3 AV NW @ 34 ST NW","POINT (-114.1373322 51.0582945)"
"8720","NB Elbow DR @ Britannia DR SW","POINT (-114.0787738 51.0151712)"
"7067","NB 31 ST NW @ 34 AV NW","POINT (-114.129291 51.0849015)"
"9710","EB Panatella BV @ Panamount HL NW","POINT (-114.0794925 51.1631522)"
"8338","WB Evanston DR @ 24 ST NW","POINT (-114.1185245 51.1798067)"
"5312","WB 26 AV SW@ 37 ST SW","POINT (-114.1409513 51.0301395)"
"3368","Rockyview Hospital (SB)","POINT (-114.0961157 50.987734)"
"6380","EB Dover Ridge DR @ 26 ST SE","POINT (-113.9982217 51.0186778)"
"7371","NB Mount McKenzie DR @ Mount Apex GR SE","POINT (-113.9802675 50.9253851)"
"4251","SB Braeside DR @ 104 AV SW","POINT (-114.1034641 50.9592354)"
"8836","EB Penbrooke DR @ 60 ST SE","POINT (-113.9463815 51.0451552)"
"6047","WB 8 AV NE @ McKinnon DR","POINT (-114.0055004 51.0603856)"
"6254","WB Castleridge BV @ Westwinds DR NE","POINT (-113.9638611 51.1013569)"
"6670","WB 33 AV SW @ Crowchild TR","POINT (-114.1224166 51.024935)"
"2201","SB Walden DR SE @ acr. Walden TC SE","POINT (-114.0365851 50.8740863)"
"8997","EB Norfolk DR @ Norfolk WY NW","POINT (-114.0824804 51.1061748)"
"2558","SB Redstone BV @ Red Embers WY","POINT (-113.9512114 51.1664768)"
"5982","SB 9 ST SE @ 34 AV SE","POINT (-114.0407587 51.022759)"
"8857","WB Valley Ridge DR @ Valley Creek RD NW","POINT (-114.2595364 51.0908717)"
"6748","Brentwood LRT Station","POINT (-114.1322417 51.0866749)"
"8899","SB 42 ST SE @ 106 AV SE","POINT (-113.9741668 50.9573038)"
"9186","EB 40 AV NW @ 9 ST NW","POINT (-114.0792666 51.0887165)"
"8728","SB Elbow DR @ Crescent BV SW","POINT (-114.0799404 51.0127178)"
"8457","EB Chaparral DR @ Chaparral ST SE","POINT (-114.0355226 50.8872597)"
"3889","EB 26 AV SE @ 11 ST SE","POINT (-114.0358134 51.0305222)"
"5610","WB 6 AV SE @ 5 ST SE","POINT (-114.0510157 51.0471969)"
"2288","WB Saddlemont BV @ Saddleland DR NE","POINT (-113.9395573 51.129532)"
"6691","NB Edmonton TR @ Greenview DR NE","POINT (-114.052266 51.0917442)"
"7932","WB 17 AV SW @ 4 ST SW","POINT (-114.0719929 51.0379113)"
"4884","NB 4 ST NW @ Thornhill PL","POINT (-114.0713707 51.0979454)"
"2728","Saddletowne Terminal Stop C","POINT (-113.9480535 51.1255383)"
"7243","SB Arbour Lake WY @ Arbour Lake DR NW","POINT (-114.192145 51.1347932)"
"5845","SB 20A ST SE @ Lynndale RD","POINT (-114.010288 50.9894027)"
"2115","EB Auburn Bay DR @ 56 ST SE","POINT (-113.9475557 50.8991744)"
"2367","EB 100 AV NE @ 16 ST NE","POINT (-114.01946 51.1432962)"
"6839","NB Arbour Lake WY @ Arbour Cliff CL NW","POINT (-114.191581 51.1356071)"
"9115","NB Woodbine BV @ Woodmark CR SW","POINT (-114.1257907 50.9434077)"
"5325","NB 1 ST SW @ 17 AV SW","POINT (-114.0659113 51.0381994)"
"6070","NB 11 ST NE @ 49 AV NE","POINT (-114.0363345 51.098528)"
"4742","NB Somercrest ST @ Somerset DR SW","POINT (-114.0895547 50.9008087)"
"8339","Foothills Hospital (North Tower)","POINT (-114.1313645 51.0648069)"
"5683","EB 86 AV SE @ 52 ST SE","POINT (-113.9572062 50.9753568)"
"8841","EB Northmount  DR @ Confederation VI NW","POINT (-114.0987223 51.0838764)"
"7791","SB Laguna WY @ Anaheim GD NE","POINT (-113.9273821 51.0879143)"
"2447","SB Aspen Summit DR @ Aspen Glen WY SW","POINT (-114.203684 51.0389353)"
"4768","EB Shannon AV @ Shawbrooke RD SW","POINT (-114.0934316 50.9095855)"
"5935","WB 52 AV NW @ Bannerman DR","POINT (-114.1344909 51.1010398)"
"9228","WB Midridge DR @ Midglen WY SE","POINT (-114.0527922 50.9186854)"
"7588","NB Sierra Morena BV @ Richmond RD SW","POINT (-114.1758808 51.0168228)"
"4237","EB 90 AV SW @ W. of 16 ST SW","POINT (-114.102519 50.9721286)"
"5104","SB 4 ST NW @ Northmount DR","POINT (-114.0716543 51.1020452)"
"3435","SB Cranston AV @ Cranbrook HT SE","POINT (-113.9832717 50.8702043)"
"7517","EB 27 AV NE @ 23 ST NE","POINT (-114.0040129 51.0767813)"
"8523","SB Rocky Ridge RD @ Royal Oak WY NW","POINT (-114.2345091 51.1483507)"
"7208","NB Hawkstone DR @ Hawkcliff WY NW","POINT (-114.1660876 51.1314478)"
"5160","NB @ Sandstone Terminal","POINT (-114.0891803 51.1343696)"
"6515","EB Strathcona DR @ Strathcona BV SW","POINT (-114.1853877 51.0465461)"
"4261","SB Acadia DR @ Maplecroft RD SE","POINT (-114.0419534 50.9578454)"
"7520","WB 27 AV NE @ 18 ST NE","POINT (-114.0154259 51.0769386)"
"2070","NB Nolan Hill Bv @ Nolan Hill Ave NW","POINT (-114.1714842 51.1763024)"
"4852","NB 4 ST NW @ 12 AV NW","POINT (-114.0714433 51.0638028)"
"5352","NB 20 ST SW@ 52 AV SW","POINT (-114.1090992 51.007228)"
"4792","EB Centre AV @ 16 ST E","POINT (-114.0153227 51.0523707)"
"5321","EB 26 AV SW@ 22 ST SW","POINT (-114.1138064 51.0303712)"
"9448","EB Sunridge WY @ W. of 29 ST NE","POINT (-113.9942706 51.0691371)"
"2914","EB 162 AV SE @ Shawville WY SW","POINT (-114.0683039 50.9033753)"
"4326","EB 4 AV NE @ 55 ST NE","POINT (-113.9502622 51.0571032)"
"2443","WB 13 AV SW @ Aspen Summit CI","POINT (-114.204377 51.0470669)"
"7212","SB Hawkwood BV @ Hawkcliff GA NW","POINT (-114.1669331 51.1267461)"
"9854","EB Copperfield BV @ Copperstone LI SE","POINT (-113.9296875 50.9191499)"
"8820","WB Bowness RD @ 65 ST NW","POINT (-114.1842468 51.0876782)"
"8919","WB Spruce DR @ Wedgewood DR SW","POINT (-114.1495998 51.0523702)"
"6459","McKenzie Towne Terminal SE","POINT (-113.9569949 50.9153327)"
"3820","SB Tuscany WY @ Tuscany Springs HL NW","POINT (-114.2528414 51.1319462)"
"5989","SB Centre ST S @ 60 AV S","POINT (-114.0639431 50.9987072)"
"6922","EB Applewood DR @ 68 ST SE","POINT (-113.9342172 51.0454752)"
"4350","WB 14 AV SE @ 47 ST SE","POINT (-113.9663163 51.0409974)"
"9864","WB New Brighton DR @ W. of New Brighton DR SE","POINT (-113.9544925 50.9254518)"
"5621","SB 14 ST NW @ Roselawn CR","POINT (-114.0948636 51.0750376)"
"5498","SB Charleswood DR @ Brighton DR NW","POINT (-114.1192046 51.0876529)"
"7944","WB 17 AV SW @ 19 ST SW","POINT (-114.1068761 51.0378903)"
"6333","SB Riverbend DR @ Riverside CI SE","POINT (-114.0260395 50.9784354)"
"7015","NB 6 ST SW @ 130 AV SW","POINT (-114.0756288 50.9366474)"
"2020","NB 69 ST SW @ Elmont DR","POINT (-114.1873317 51.0288787)"
"9625","NB Martindale DR @ Martinvalley ME NE","POINT (-113.9509349 51.1227225)"
"7702","SB Laguna WY @ Los Alamos CR NE","POINT (-113.9269058 51.0903575)"
"3818","SB Tuscany Springs HL @ Tusselwood DR NW","POINT (-114.2501355 51.1345872)"
"6486","NB Edmonton TR @ 10 AV NE","POINT (-114.0554355 51.0618712)"
"7050","SB Mountain Park DR @ Mount Norquay GA SE","POINT (-113.9973857 50.9062174)"
"8434","Anderson LRT Station","POINT (-114.0741678 50.954241)"
"2710","NB Millrise BV @  Millrise DR","POINT (-114.0737608 50.9159579)"
"3536","WB Royal Oak DR NW @ Royal Elm DR NW","POINT (-114.2313476 51.1388397)"
"4019","WB Dalhousie DR @ Dalmeny GA NW","POINT (-114.1618109 51.1161071)"
"9931","NB 52 ST SE @ New Brighton GA","POINT (-113.9579576 50.9187427)"
"7407","NB Edmonton TR @ 23 AV NE","POINT (-114.0561976 51.0737007)"
"9633","EB 80 AV NE @ Saddlecreek GT","POINT (-113.9532187 51.1250713)"
"9858","NB Copperfield BV @ Copperstone GD SE","POINT (-113.9249164 50.9176335)"
"2315","NB 68 ST NE @ Monterey Square","POINT (-113.9349558 51.0705162)"
"2855","SB 68 ST NE @ 64 AV NE","POINT (-113.9353378 51.1101235)"
"4173","SB Strathcona DR @ Strathcona CR SW","POINT (-114.1684117 51.0474129)"
"9167","EB  Lake Bonavista DR @ Acadia DR SE","POINT (-114.0474944 50.9373961)"
"4239","EB 90 AV SW @ Bay View DR","POINT (-114.1111087 50.9721437)"
"4501","EB Whitehorn DR @ Whitlock PL NE","POINT (-113.973392 51.0849779)"
"2701","NB Shawville BV @ Shawville RD SE","POINT (-114.0649983 50.9025771)"
"9414","NB Russet RD @ Remington RD NE","POINT (-114.0420865 51.0621365)"
"7321","SB 12 ST SE @ Hastings CR","POINT (-114.0349293 51.0142098)"
"7090","NB 53 ST NW @ Valiant DR","POINT (-114.1643736 51.0905975)"
"8280","NB 52 ST SE @ 68 AV SE","POINT (-113.9582721 50.9947871)"
"4545","NB Centre ST N @ 56 AV N","POINT (-114.0623316 51.1030704)"
"9113","WB Woodview DR @ Woodglen GA SW","POINT (-114.1223702 50.9413894)"
"6632","NB Erin Woods DR @ Erin Grove BA SE","POINT (-113.9660527 51.0251682)"
"6704","WB Rundlehorn DR @ 52 ST NE","POINT (-113.9591493 51.071763)"
"4823","NB Sage Valley DR NW @ N.Leg Sage Valley PA NW","POINT (-114.1474091 51.1816511)"
"6988","NB 14 ST NW @ Sandarac DR","POINT (-114.1087104 51.140755)"
"8633","NB Sarcee RD @ 44 AV SW","POINT (-114.137013 51.0153545)"
"1939","SB 73 ST SW @ West Grover RI SW","POINT (-114.1936677 51.0561537)"
"8557","SB Erlton / Stampede Station","POINT (-114.0590611 51.0319285)"
"5208","NB Elbow DR @ Southampton DR SW","POINT (-114.0846733 50.9611332)"
"9240","WB Midvalley DR @ Midvalley WY SE","POINT (-114.0451921 50.9103975)"
"8661","WB 17 AV SW @ 45 ST SW","POINT (-114.1533998 51.0378823)"
"8902","WB Rocky Ridge BV @ Rocky Ridge RD NW","POINT (-114.2351531 51.14332)"
"3413","SB 6 Street SW @ Canterbury Dr SW","POINT (-114.0762431 50.9375668)"
"1917","EB Country Hills BV @ Skyview PY NE","POINT (-113.9510579 51.1541255)"
"8157","44th Avenue NE Station (SB)","POINT (-113.9585793 51.0911127)"
"6098","WB Southland DR @ Oakmoor DR SW","POINT (-114.1153352 50.9614183)"
"9899","NB Tuscany Springs HL @ Tuscany Springs TC NW","POINT (-114.2509793 51.1339091)"
"5013","SB 29 ST NW @ 13 AV NW","POINT (-114.1310106 51.0642738)"
"6652","SB Centre ST N @ 38 AV N","POINT (-114.0625524 51.0867503)"
"5329","WB 11 AV S @ Centre ST","POINT (-114.064086 51.0424711)"
"5973","EB John Laurie BV @ 100 Crowfoot GA NW","POINT (-114.1964231 51.1283658)"
"4486","SB 41 ST SE @ 26 AV SE","POINT (-113.9743548 51.030187)"
"7313","EB Mount McKenzie DR @ Mount Douglas MR SE","POINT (-113.9817552 50.9217535)"
"4307","WB Falconridge DR @ Falsbridge DR NE","POINT (-113.9560176 51.099665)"
"4540","SB Ogden RD @ Blackfoot TR SE","POINT (-114.0313081 51.0291484)"
"8175","SB 18 ST SE @ S. of 76 AV SE","POINT (-114.0160594 50.9834158)"
"3448","NB Evanston WY @ Evansglen  LD NW","POINT (-114.1027088 51.1753331)"
"4033","WB 24 AV NW @ Upton PL","POINT (-114.1360154 51.0745337)"
"7746","NB 11 ST SE @ 58 AV SE","POINT (-114.0368113 51.0021413)"
"4169","WB Strathcona DR @ Strathcona RD SW","POINT (-114.1758327 51.0427085)"
"8424","SB Stewart GR @ Signal Hill CE SW","POINT (-114.1716624 51.017953)"
"8051","SB 10 ST NW @ Kensington RD","POINT (-114.0859934 51.0530581)"
"9089","SB Deer Ridge DR @ Deermont RD SE","POINT (-114.01491 50.9271491)"
"9413","WB 8 AV NE @ Regal CR","POINT (-114.0374177 51.0596975)"
"8440","EB 5 AV SW @ 3 ST SW","POINT (-114.0691848 51.0484908)"
"3708","SB 77 ST SW @ 9 AV SW","POINT (-114.1996203 51.0594448)"
"9567","EB Royal Birch BV @ Royal Birch MT NW","POINT (-114.2147342 51.1491871)"
"8491","WB 50 AV SE @ 43 ST SE","POINT (-113.9705966 51.0088612)"
"5622","SB 14 ST SW @ 6 AV SW","POINT (-114.0948976 51.046237)"
"8673","SB 18 ST SE @ Lysander DR","POINT (-114.0158176 50.9876283)"
"5660","NB 46 ST SW @ Bow TR","POINT (-114.1539185 51.0489675)"
"6248","WB Chaparral DR @ Chaparral WY SE","POINT (-114.0323753 50.8871077)"
"5509","SB 14 ST NW @ 14 AV NW","POINT (-114.0952852 51.0637506)"
"1947","NB Skyview PY @ Cityscape DR NE","POINT (-113.9523368 51.1524084)"
"7120","NB Silverdale DR @ 54 AV NW","POINT (-114.1867424 51.101617)"
"5980","EB 42 AV SE @ Blackfoot TR","POINT (-114.04759 51.0158079)"
"4023","Dalhousie LRT Station EB","POINT (-114.1588462 51.1034065)"
"3626","WB 69 Street CTrain Station","POINT (-114.1885002 51.0376119)"
"5794","SB Castleridge BV @ Westwinds DR NE","POINT (-113.9671687 51.1080506)"
"9650","NB Westwinds DR @ N.OF 54 AV NE","POINT (-113.9758164 51.1053783)"
"8799","WB Bowness RD @ Home RD NW","POINT (-114.1646469 51.0753941)"
"2191","WB Aero DR @ Aero CR E legNE","POINT (-114.0267787 51.1367077)"
"3886","EB 9 AV SE @ 6 ST SE","POINT (-114.0486797 51.0439906)"
"7603","NB Coral Springs BV @ Coral Reef LI NE","POINT (-113.9274987 51.1083362)"
"7236","SB John Laurie BV @ Arbour Wood CL NW","POINT (-114.2040086 51.132703)"
"7322","WB MacEwan DR @ MacEwan Park RD NW","POINT (-114.1150115 51.1357837)"
"6584","SB Edmonton TR @ 30 AV NE","POINT (-114.0551985 51.0793153)"
"6338","NB Riverbend DR @ Riverbend GA SE","POINT (-114.0184652 50.9761193)"
"5199","SB Elbow DR @ Southland DR SW","POINT (-114.0850189 50.9631207)"
"2400","Joane Cardinal-Schubert High School","POINT (-113.9448853 50.8774825)"
"8155","SB 52 ST NE @ 23 AV NE","POINT (-113.9586259 51.0736474)"
"7219","NB Hawkwood DR @ Hawkbury CL NW","POINT (-114.1827227 51.1343415)"
"6629","SB 29 ST NW @ Hospital DR","POINT (-114.1296661 51.0659318)"
"5458","EB Promenade WY @ Promenade PA SE","POINT (-113.9631684 50.9134633)"
"3909","SB Ogden RD @ 69 AV SE","POINT (-114.0018343 50.9906539)"
"3623","Somerset Bridlewood Terminal","POINT (-114.0697684 50.8986996)"
"6243","WB Chaparral DR @ Chaparral MR SE","POINT (-114.039912 50.8873352)"
"3534","NB Rocky Ridge RD @ S. of Royal Elm RD NW","POINT (-114.2340526 51.1414465)"
"4945","WB Coventry Hills WY @ Covewood GA NE","POINT (-114.0468528 51.1714636)"
"4054","WB 48 ST NW @ 19 AV NW","POINT (-114.1631905 51.0753947)"
"6105","EB 32 AV NE @ 27 ST NE","POINT (-113.9941612 51.0813945)"
"5331","SB 14 ST SW@ 17 AV SW","POINT (-114.0948907 51.0374578)"
"8376","EB Hamptons BV @ Hamptons HE NW","POINT (-114.1508881 51.1440395)"
"2584","SB Redstone GV @ Redstone HE NE","POINT (-113.9651514 51.1720594)"
"3795","Mt Royal University W Gate EB","POINT (-114.1339788 51.0147494)"
"7736","NB McKenzie Lake BV @ McKenzie Lake GA SE","POINT (-113.9865607 50.911876)"
"5072","SB 52 ST SE @ 14 AV SE","POINT (-113.9585404 51.0405613)"
"1974","SB Skyview PY @ Country Hills BV NE","POINT (-113.9527449 51.1535947)"
"2824","WB 76 AV SE @ 57 ST SE","POINT (-113.9472236 50.9852211)"
"7258","WB Midlake BV @ Midridge DR SE","POINT (-114.0624847 50.9148191)"
"4329","EB Maryvale DR @ Maryvale WY NE","POINT (-113.9667894 51.0566791)"
"4455","EB Country Hills BV @ Coventry BV NE","POINT (-114.0414545 51.154102)"
"4986","WB Martindale BV @ Martinbrook RD NE","POINT (-113.9596702 51.1143141)"
"3362","EB 194 AV SE @ Wolf Creek Dr. SE","POINT (-114.008245 50.8776022)"
"9093","NB Deer Ridge DR @ Deer Point RD SE","POINT (-114.0246446 50.9267141)"
"5241","EB Northmount DR @ 14 ST NW","POINT (-114.0941734 51.0829502)"
"8980","SB North Haven DR @ Nelson RD NW","POINT (-114.0898508 51.093703)"
"9873","Sandstone Terminal","POINT (-114.0894237 51.1345916)"
"3859","SB Beacon Hill CTR @ Canadian Tire","POINT (-114.1597821 51.1598257)"
"9126","SB Woodpark BV @ 117 AV SW","POINT (-114.1091772 50.9468201)"
"4321","WB Maryvale DR @ Maryvale WY NE","POINT (-113.9680017 51.0566926)"
"4453","EB Valley Springs RD @ Valley Brook CI NW","POINT (-114.2388247 51.0927982)"
"2905","EB University AV @ Smith ST NW","POINT (-114.1488469 51.077063)"
"6580","WB 8 AV NW @ 16 ST NW","POINT (-114.0976788 51.0597174)"
"8970","NB 10 ST @ Rosehill DR NW","POINT (-114.0858173 51.0788482)"
"9444","WB Sunridge WY @ W. of 29 ST NE","POINT (-113.9957692 51.0693646)"
"6306","WB Erin Woods BV @ Erin Dale CR SE","POINT (-113.9762011 51.0193598)"
"4125","WB Tuscany Ravine RD @ Tuscany Ravine TC NW","POINT (-114.2397682 51.1138074)"
"2596","EB Mahogany RD @ 52 ST SE (farside)","POINT (-113.941935 50.8936722)"
"8407","WB Hidden Valley DR @ Hidden WY NW","POINT (-114.1262496 51.1449744)"
"5996","NB 19 ST NW @ 16 AV NW","POINT (-114.1061506 51.0676002)"
"6675","EB 33 AV SW @ 29 ST SW","POINT (-114.1276012 51.0245859)"
"6834","WB Citadel DR @ Citadel Meadow GV NW","POINT (-114.1726292 51.1481474)"
"2428","WB 194 AV & Chaparral BV SE","POINT (-114.0208515 50.8783207)"
"9187","EB @ Fish Creek-Lacombe Station","POINT (-114.0745854 50.9240192)"
"9289","EB Strathcona DR @ 69 ST SW","POINT (-114.1872262 51.0473126)"
"7096","EB 32 AV NE @ 15A ST NE","POINT (-114.0200526 51.0813743)"
"4225","SB Oakfield DR @ Oakridge GA SW","POINT (-114.1324399 50.963288)"
"6160","EB Queensland DR @ Queensland CI SE","POINT (-114.0239925 50.9398213)"
"8186","SB Barlow TR @ 76 AV SE","POINT (-113.9820726 50.9846936)"
"4793","WB Cranston BV @ Cranfield LI SE","POINT (-113.9874511 50.8939527)"
"8926","SB Dalton DR @ Belle North RD NW","POINT (-114.1509009 51.1008834)"
"6339","EB Northmount DR @ Chilcotin RD NW","POINT (-114.1140979 51.0885388)"
"7511","NB 19 ST NE @ 10 AV NE","POINT (-114.0132644 51.0626173)"
"5300","NB 1 ST SW @ 6 AV SW","POINT (-114.065176 51.0477965)"
"5829","SB 53 ST NW @ Varsity DR","POINT (-114.1645603 51.0928903)"
"6216","WB 26 AV NE @ 52 ST NE","POINT (-113.9589427 51.0763703)"
"9083","NB 19 ST NW @ Canberra RD","POINT (-114.109891 51.0847739)"
"8004","NB Ogden RD @ 50 AV SE","POINT (-114.011496 51.0067491)"
"2059","SB Shaganappi TR @ Nolan Hill BV NW","POINT (-114.1543113 51.1718965)"
"4559","WB 44 AV NE @ Whiteridge WY","POINT (-113.9688406 51.0925506)"
"9173","WB Southland DR @ Palliser DR SW","POINT (-114.1040195 50.9615249)"
"2098","NB Nolan Hill Dr @ Symons Valley PY NW","POINT (-114.1604275 51.1689007)"
"8124","EB Auburn Bay BV @ Auburn Bay CL SE","POINT (-113.9559828 50.8853458)"
"6120","WB Heritage DR @ Flint RD SE","POINT (-114.0688923 50.9796723)"
"6051","EB 26 AV NE @ 52 ST NE","POINT (-113.9574145 51.0762244)"
"8600","EB Arbour Lake RD @ Arbour Stone CR NW","POINT (-114.2168335 51.1333869)"
"5022","WB Bowness RD @ 63 ST NW","POINT (-114.1797137 51.085662)"
"4218","NB Braeside DR @ 104 AV SW","POINT (-114.103251 50.9599137)"
"7427","EB 20 AV NW @ 16 ST NW","POINT (-114.0991897 51.0704768)"
"4611","WB 8 AV NE @ Russet RD","POINT (-114.0413719 51.0596898)"
"8807","EB Bowness RD @ 85 ST NW","POINT (-114.2102102 51.0914852)"
"7717","EB 58 AV SE @ 1 ST SE","POINT (-114.0618116 51.0013071)"
"3655","EB McIvor BV @ 52 St SE","POINT (-113.9512885 50.9130095)"
"7399","NB 12 ST NE @ 40 AV NE","POINT (-114.0320528 51.0893255)"
"9653","WB Westwinds DR @ Castleridge BV NE","POINT (-113.9694726 51.1090017)"
"8248","SB Sunmills DR @ Sun Harbour CR SE","POINT (-114.0280237 50.8989424)"
"8772","EB 26 AV SW @ 45 ST SW","POINT (-114.1522589 51.0304338)"
"8264","EB 17 AV SE @ 38 ST SE","POINT (-113.9781561 51.0377514)"
"8118","NB 36 ST SE @ 17 AV SE","POINT (-113.9814689 51.0385837)"
"8759","WB 26 AV SW @ 25 ST SW","POINT (-114.121495 51.0301383)"
"7865","NB 52 ST SE @ 14 AV SE","POINT (-113.9582157 51.0415962)"
"4155","NB Dalhousie CTrain Station","POINT (-114.1609742 51.1035338)"
