GETBUSID,TRADENAME,ADDRESS,COMDISTNM,LICENCETYPES,JOBSTATUSDESC,POINT
16172132,DEVILLE COFFEE,#292 10816 MACLEOD TR SE,WILLOW PARK,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-114.0700887 50.9566912)
12776464,STARBUCKS COFFEE #3138,#178 100 ANDERSON RD SE,WILLOW PARK,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-114.0646174 50.9530437)
16107401,TIM HORTONS,347 SOUTHLAND DR SE,WILLOW PARK,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-114.0602143 50.9637189)
16009227,BOMBAY BEACH CAFE,#726 5075 FALCONRIDGE BV NE,WESTWINDS,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-113.9629396 51.0970393)
13886759,TIM HORTONS,5105 FALCONRIDGE BV NE,WESTWINDS,"FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-113.9593203 51.09805)
12584173,TIM HORTONS,#402 917 85 ST SW,WEST SPRINGS,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-114.2120625 51.0594244)
16566887,FRESH HEALTHY CAFE,#315 8560 8A AV SW,WEST SPRINGS,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-114.2103949 51.0623012)
16037046,DEVILLE COFFEE GATEWAY,8509 BROADCAST AV SW,WEST SPRINGS,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-114.2097359 51.0645519)
15927056,ECLIPSE BAKERY & CAFE,#210 8560 8A AV SW,WEST SPRINGS,FOOD SERVICE - PREMISES (SEATING),Licensed,POINT (-114.2105451 51.0618497)
12336269,DAIRY LANE CAFE (THE),319 19 ST NW,WEST HILLHURST,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-114.1059199 51.0550465)
15018369,AMATO GELATO CAFE,#7 2104 KENSINGTON RD NW,WEST HILLHURST,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-114.1084946 51.0528538)
15269814,SUNTERRA MARKET & CAFE,2536 KENSINGTON RD NW,WEST HILLHURST,"RETAIL DEALER - PREMISES,
ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-114.1196475 51.0526371)
14068928,FRESH BLENDS CAFE,#311 4625 VARSITY DR NW,VARSITY,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-114.1543864 51.0919942)
12808671,EUPHORIA CAFE,#110 8 VARSITY ESTATES CI NW,VARSITY,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-114.1641282 51.103291)
14330765,NESPRESSO,#P9 3625 SHAGANAPPI TR NW,VARSITY,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",Renewal Licensed,POINT (-114.1543293 51.0842879)
12310751,STARBUCKS COFFEE #4559,#P24 3625 SHAGANAPPI TR NW,VARSITY,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-114.1541302 51.0827706)
14389852,DEVILLE COFFEE MARKET MALL,#J13B 3625 SHAGANAPPI TR NW,VARSITY,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-114.1542745 51.084819)
16249641,TIM HORTONS #120024,#D2 3625 SHAGANAPPI TR NW,VARSITY,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-114.1570878 51.0852518)
16486441,ALENN SANDWICH AND COFFEE,#120 5403 CROWCHILD TR NW,VARSITY,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-114.1651201 51.1038898)
16679060,CINNZEO BAKERY CAFE,#R27 3625 SHAGANAPPI TR NW,VARSITY,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Licensed,POINT (-114.1545001 51.0827189)
13736624,TIM HORTONS #1592,4953 BARLOW TR SE,VALLEYFIELD,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-114.0042766 51.0101984)
15669278,STARBUCKS YAMNUSKA,#50 3500 24 AV NW,UNIVERSITY OF CALGARY,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-114.1369023 51.0748561)
16060212,SUBWAY RESTAURANT,#10 3500 24 AV NW,UNIVERSITY OF CALGARY,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-114.1369023 51.0748561)
16064164,DOMINO'S PIZZA,#40 3500 24 AV NW,UNIVERSITY OF CALGARY,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (NO SEATING)",Renewal Licensed,POINT (-114.1369023 51.0748561)
15669062,STARBUCKS BOOKSTORE,2500 UNIVERSITY DR NW,UNIVERSITY HEIGHTS,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-114.128642 51.0745912)
16058141,GOOD EARTH COFFEEHOUSE,410 UNIVERSITY CO NW,UNIVERSITY HEIGHTS,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-114.1304663 51.0769086)
16058810,GOOD EARTH COFFEE HOUSE,#131 856 CAMPUS PL NW,UNIVERSITY HEIGHTS,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-114.1303828 51.0802109)
12715876,BREW & BLENDZ,2500 UNIVERSITY DR NW,UNIVERSITY HEIGHTS,FOOD SERVICE - PREMISES (NO SEATING),Renewal Licensed,POINT (-114.128642 51.0745912)
901504,TIM HORTON DONUTS,1810 UXBRIDGE DR NW,UNIVERSITY HEIGHTS,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-114.1282726 51.0690606)
16619579,PACIFIC POKE UXBOROUGH,38 UXBOROUGH PL NW,UNIVERSITY HEIGHTS,FOOD SERVICE - PREMISES (SEATING),Licensed,POINT (-114.131072 51.0695497)
16078503,CINNZEO BAKERIES,527 CAMPUS PL NW,UNIVERSITY HEIGHTS,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (NO SEATING)",Renewal Licensed,POINT (-114.1269959 51.0791489)
16632226,GOODEARTH COFFEEHOUSE - KINESIOLOGY,121 UNIVERSITY CO NW,UNIVERSITY HEIGHTS,FOOD SERVICE - PREMISES (NO SEATING),Licensed,POINT (-114.1330046 51.077137)
16660581,KINTON RAMEN,20 UXBOROUGH PL NW,UNIVERSITY HEIGHTS,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",Licensed,POINT (-114.1311651 51.0699041)
15669062,STARBUCKS BOOKSTORE,2500 UNIVERSITY DR NW,UNIVERSITY HEIGHTS,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-114.128642 51.0745912)
16600033,STATE AND MAIN,24 UXBOROUGH PL NW,UNIVERSITY HEIGHTS,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Licensed,POINT (-114.1312464 51.069956)
15004948,SHELL / DELICAFEBYSHELL,1820 UXBRIDGE DR NW,UNIVERSITY HEIGHTS,"TOBACCO RETAILER,
RETAIL DEALER - PREMISES,
FUEL SALES/STORAGE,
FOOD SERVICE - PREMISES (SEATING),
VAPE RETAILER",Renewal Licensed,POINT (-114.1285379 51.0692686)
16370215,ARAMARK - U OF C MATHISON HALL,215 HASKAYNE PL NW,UNIVERSITY HEIGHTS,FOOD SERVICE - PREMISES (NO SEATING),Renewal Licensed,POINT (-114.1247843 51.0773736)
16058141,GOOD EARTH COFFEEHOUSE,410 UNIVERSITY CO NW,UNIVERSITY HEIGHTS,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-114.1304663 51.0769086)
16583759,GOODEARTH COFFEEHOUSE - EDUCATION TOWER,2750 UNIVERSITY WY NW,UNIVERSITY HEIGHTS,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (NO SEATING)",Renewal Invoiced,POINT (-114.1265673 51.0767236)
16602708,FIREHOUSE SUBS,16 UXBOROUGH PL NW,UNIVERSITY HEIGHTS,FOOD SERVICE - PREMISES (SEATING),Renewal Invoiced,POINT (-114.1312578 51.0699729)
16058810,GOOD EARTH COFFEE HOUSE,#131 856 CAMPUS PL NW,UNIVERSITY HEIGHTS,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-114.1303828 51.0802109)
16661647,CAFFE BEANO - UXB,42 UXBOROUGH PL NW,UNIVERSITY HEIGHTS,"FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Licensed,POINT (-114.1310548 51.0694796)
33738,DEN BOTTLE SHOP (THE)/BLACK LOUNGE,2500 UNIVERSITY DR NW,UNIVERSITY HEIGHTS,"ENTERTAINMENT ESTABLISHMENT,
ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-114.128642 51.0745912)
13002530,KOREAN BBQ HOUSE,#298A 402 COLLEGIATE BV NW,UNIVERSITY HEIGHTS,FOOD SERVICE - PREMISES (NO SEATING),Renewal Licensed,POINT (-114.1317287 51.0782159)
12482469,BAKE CHEF CO (THE),#299 402 COLLEGIATE BV NW,UNIVERSITY HEIGHTS,FOOD SERVICE - PREMISES (NO SEATING),Pending Renewal,POINT (-114.1317287 51.0782159)
13692991,A & W - U OF C,#250D 402 COLLEGIATE BV NW,UNIVERSITY HEIGHTS,FOOD SERVICE - PREMISES (NO SEATING),Renewal Licensed,POINT (-114.1317287 51.0782159)
13798509,JUGO JUICE,#135 424 COLLEGIATE BV NW,UNIVERSITY HEIGHTS,FOOD SERVICE - PREMISES (NO SEATING),Renewal Licensed,POINT (-114.1304191 51.0786092)
13494554,UMI SUSHI EXPRESS,#298B 402 COLLEGIATE BV NW,UNIVERSITY HEIGHTS,FOOD SERVICE - PREMISES (NO SEATING),Renewal Licensed,POINT (-114.1317287 51.0782159)
697623,GRADUATE STUDENTS ASSOCIATION (THE LAST DEFENCE),#350 402 COLLEGIATE BV NW,UNIVERSITY HEIGHTS,"ENTERTAINMENT ESTABLISHMENT,
CHARITABLE ORGANIZATION,
ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-114.1317287 51.0782159)
12398772,NOODLE AND GRILL EXPRESS,#250C 402 COLLEGIATE BV NW,UNIVERSITY HEIGHTS,FOOD SERVICE - PREMISES (NO SEATING),Renewal Licensed,POINT (-114.1317287 51.0782159)
14335293,CARL'S JR,#298C 402 COLLEGIATE BV NW,UNIVERSITY HEIGHTS,FOOD SERVICE - PREMISES (NO SEATING),Renewal Licensed,POINT (-114.1317287 51.0782159)
16697039,JUST CHICKEN,#298D 402 COLLEGIATE BV NW,UNIVERSITY HEIGHTS,FOOD SERVICE - PREMISES (NO SEATING),Licensed,POINT (-114.1317287 51.0782159)
16229080,U OF C OPA OF GREECE,#115A 424 COLLEGIATE BV NW,UNIVERSITY HEIGHTS,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-114.1304191 51.0786092)
14007397,ARAMARK CANADA (UNIVERSITY OF CALGARY),#110 2500 UNIVERSITY DR NW,UNIVERSITY HEIGHTS,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-114.128642 51.0745912)
13945472,FRESHCO POKE,#297 402 COLLEGIATE BV NW,UNIVERSITY HEIGHTS,FOOD SERVICE - PREMISES (NO SEATING),Pending Renewal,POINT (-114.1317287 51.0782159)
14355309,KOBE BEEF,#250H 402 COLLEGIATE BV NW,UNIVERSITY HEIGHTS,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-114.1317287 51.0782159)
16200933,SUBWAY RESTAURANT,#115 424 COLLEGIATE BV NW,UNIVERSITY HEIGHTS,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-114.1304191 51.0786092)
16690851,DAIRY QUEEN/ ORANGE JULIUS,#290A 402 COLLEGIATE BV NW,UNIVERSITY HEIGHTS,FOOD SERVICE - PREMISES (NO SEATING),Licensed,POINT (-114.1317287 51.0782159)
16485179,CANADIAN PIZZA EXPRESS,#250G 402 COLLEGIATE BV NW,UNIVERSITY HEIGHTS,FOOD SERVICE - PREMISES (NO SEATING),Renewal Licensed,POINT (-114.1317287 51.0782159)
16189433,MR PRETZELS,#200A 2500 UNIVERSITY DR NW,UNIVERSITY HEIGHTS,FOOD SERVICE - PREMISES,Renewal Licensed,POINT (-114.128642 51.0745912)
330936,COFFEE COMPANY (THE),#296 402 COLLEGIATE BV NW,UNIVERSITY HEIGHTS,FOOD SERVICE - PREMISES (NO SEATING),Renewal Licensed,POINT (-114.1317287 51.0782159)
16536823,UNA PIZZA UNIVERSITY DISTRICT,4034 UNIVERSITY AV NW,UNIVERSITY DISTRICT,"RETAIL DEALER - PREMISES,
ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-114.1457678 51.0785206)
16230385,MCDONALDS,3933 UNIVERSITY AV NW,UNIVERSITY DISTRICT,"FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-114.1439121 51.0782032)
16071185,OSMOWS SHAWARMA,4129 UNIVERSITY AV NW,UNIVERSITY DISTRICT,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-114.1465131 51.0777794)
16110660,VILLAGE ICE CREAM,4019 UNIVERSITY AV NW,UNIVERSITY DISTRICT,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-114.1451066 51.0781371)
16040388,MONOGRAM COFFEE,4153 UNIVERSITY AV NW,UNIVERSITY DISTRICT,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Pending Renewal,POINT (-114.1471377 51.0775617)
16559809,NATIVE TONGUES UNIVERSITY DISTRICT,4014 UNIVERSITY AV NW,UNIVERSITY DISTRICT,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-114.1452431 51.0785904)
16160772,ALLEY (THE),3941 UNIVERSITY AV NW,UNIVERSITY DISTRICT,FOOD SERVICE - PREMISES (SEATING),Pending Renewal,POINT (-114.1441296 51.078202)
16000176,FIVE GUYS BURGERS AND FRIES,4112 UNIVERSITY AV NW,UNIVERSITY DISTRICT,"FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-114.1464907 51.0783103)
15929375,SAVE ON FOODS,4163 UNIVERSITY AV NW,UNIVERSITY DISTRICT,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-114.1470888 51.0773857)
16623761,HEAL WELLNESS,3942 UNIVERSITY AV NW,UNIVERSITY DISTRICT,FOOD SERVICE - PREMISES (SEATING),Licensed,POINT (-114.1441566 51.0785938)
16443632,CHARCUT,4150 UNIVERSITY AV NW,UNIVERSITY DISTRICT,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-114.1474755 51.0779277)
16540049,PHO PHAM UNIVERSITY DISTRICT,3908 UNIVERSITY AV NW,UNIVERSITY DISTRICT,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-114.143214 51.0786131)
16030215,BARBURRITO,4125 UNIVERSITY AV NW,UNIVERSITY DISTRICT,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-114.1464301 51.0778061)
16094385,BANQUET (THE),3957 UNIVERSITY AV NW,UNIVERSITY DISTRICT,"AMUSEMENT ARCADE,
TOBACCO RETAILER,
ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Invoiced,POINT (-114.1444597 51.0780009)
16168171,FUWAFUWA,3945 UNIVERSITY AV NW,UNIVERSITY DISTRICT,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-114.1442504 51.0782019)
16460206,SEED N SALT,4022 UNIVERSITY AV NW,UNIVERSITY DISTRICT,"FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-114.1454674 51.0785697)
16098113,OEB BREAKFAST CO,4132 UNIVERSITY AV NW,UNIVERSITY DISTRICT,"RETAIL DEALER - PREMISES,
ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-114.1470304 51.0781063)
16160459,BOROUGH BAR - GRILL,4011 UNIVERSITY AV NW,UNIVERSITY DISTRICT,"RETAIL DEALER - PREMISES,
ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-114.1450607 51.0779602)
15983372,SESAME,4122 UNIVERSITY AV NW,UNIVERSITY DISTRICT,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-114.1467611 51.0782001)
16094377,THE CANADIAN BREWHOUSE,#220 3953 UNIVERSITY AV NW,UNIVERSITY DISTRICT,"TOBACCO RETAILER,
ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-114.14432 51.0780499)
16084790,CINEPLEX CINEMAS UNIVERSITY DISTRICT VIP,#250 3953 UNIVERSITY AV NW,UNIVERSITY DISTRICT,"CINEMA,
RETAIL DEALER - PREMISES,
ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT),
FOOD SERVICE - PREMISES,
OUTDOOR PATIO",Renewal Licensed,POINT (-114.1439494 51.0781221)
14488753,ROSSO COFFEE ROASTERS,2102 CENTRE ST NE,TUXEDO PARK,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-114.0622341 51.0707677)
16676132,CORNER STREET CAFE,#1 2400 CENTRE ST NE,TUXEDO PARK,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",Licensed,POINT (-114.0619611 51.0734538)
12300802,STARBUCKS COFFEE #4549,#4020 11300 TUSCANY BV NW,TUSCANY,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-114.2469874 51.1242369)
13896089,TIM HORTONS,#115 5029 NOSE HILL DR NW,TUSCANY,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-114.2401096 51.1074342)
13585542,TIM HORTONS,#400 7171 80 AV NE,TARADALE,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-113.9322691 51.124855)
12825881,TIM HORTONS STORE 3548,3580 20 AV NE,SUNRIDGE,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-113.9843607 51.0718961)
16233769,XIN CHAO COFFEE,#3110 2255 32 ST NE,SUNRIDGE,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-113.9890502 51.0722464)
12682274,PITA BASKET CAFE,#140 3221 SUNRIDGE WY NE,SUNRIDGE,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-113.9925183 51.0687165)
16564056,GOOD EARTH COFFEEHOUSE,#160 2525 36 ST NE,SUNRIDGE,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",Renewal Licensed,POINT (-113.9846358 51.0739168)
13649322,WAVES COFFEE HOUSE,2685 36 ST NE,SUNRIDGE,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-113.9830511 51.0774526)
12696415,STARBUCKS COFFEE #4930,#553 3545 32 AV NE,SUNRIDGE,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-113.9842422 51.081018)
14850457,STARBUCKS COFFEE #53315,3585 20 AV NE,SUNRIDGE,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-113.9825673 51.070657)
16291411,PLC - MARKET CAFE / TIM HORTONS #63005,3500 26 AV NE,SUNRIDGE,FOOD SERVICE - PREMISES,Licensed,POINT (-113.983818 51.0790334)
16451619,NIGHT SHIFT COFFEE ROASTERS,#6 338 10 ST NW,SUNNYSIDE,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",Renewal Licensed,POINT (-114.0856456 51.0554696)
15940497,AGGUDO COFFEE,#6 338 10 ST NW,SUNNYSIDE,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-114.0856456 51.0554696)
16357568,CHAI SHAI CAFE,#1121 3730 108 AV NE,STONEY 3,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-113.9806168 51.1513374)
16644924,BOMBAY ZAIKA PAAN & CAFE,#480 10980 38 ST NE,STONEY 3,FOOD SERVICE - PREMISES (SEATING),Licensed,POINT (-113.9766089 51.1514657)
12678488,PLANET COFFEE,#24 56 FREEPORT CR NE,STONEY 2,DISTRIBUTION MANAGER,Renewal Licensed,POINT (-114.0274498 51.1427238)
14033252,TIM HORTONS,10125 19 ST NE,STONEY 2,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-114.0140185 51.1437172)
13974928,STARBUCKS COFFEE #26267,#235 11135 14 ST NE,STONEY 1,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-114.0298952 51.153187)
67249,GUS'S CAFE & PIZZERIA,#180 1620 29 ST NW,ST. ANDREWS HEIGHTS,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-114.1284473 51.0675495)
16565137,GOOD EARTH COFFEEHOUSE,3310 HOSPITAL DR NW,ST. ANDREWS HEIGHTS,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-114.1341738 51.0666921)
16069833,RUNDLE COLLEGE HIGHSCHOOL CAFETERIA,7379 17 AV SW,SPRINGBANK HILL,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-114.193928 51.0363575)
13843669,GREEN ISLAND COFFEE SHOP,#2A 10333 SOUTHPORT RD SW,SOUTHWOOD,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-114.0731186 50.9630213)
15971005,TIM HORTONS,#190 400 BARLOW SQ SE,SOUTH FOOTHILLS,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-113.9811569 50.9740237)
15960164,SAMMIE CAFE,#113 2205 33 AV SW,SOUTH CALGARY,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-114.1122262 51.0237927)
15022361,WOW BAKERY CAFE,2002 34 AV SW,SOUTH CALGARY,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-114.1071918 51.0233553)
14321335,DISTILLED BEAUTY BAR & CAFE,2408 34 AV SW,SOUTH CALGARY,"PERSONAL SERVICE,
RETAIL DEALER - PREMISES,
ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-114.1148016 51.0233389)
12858692,PHIL & SEBASTIAN COFFEE COMPANY,2043 33 AV SW,SOUTH CALGARY,"RETAIL DEALER - PREMISES,
ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-114.108645 51.0238452)
16530255,FRESH HEALTHY CAFE,#15 2008 33 AV SW,SOUTH CALGARY,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-114.1075868 51.0241753)
15098171,DEERFOOT CAFE,#100 1212 31 AV NE,SOUTH AIRWAYS,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-114.0311312 51.080936)
14598429,KINGDOM COFFEE,75 SKYLINE CR NE,SKYLINE WEST,FOOD SERVICE - PREMISES,Renewal Licensed,POINT (-114.0448921 51.0972116)
12935532,CAFE LE MATIN,#1A 5720 SILVER SPRINGS BV NW,SILVER SPRINGS,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-114.1882656 51.1046253)
13785415,TIM HORTONS #1757,5927 SIGNAL HILL CE SW,SIGNAL HILL,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-114.1736398 51.0169499)
14267314,STARBUCKS WEST MARKET #75003,#124 1851 SIROCCO DR SW,SIGNAL HILL,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",Renewal Licensed,POINT (-114.168879 51.037593)
12570081,STARBUCKS COFFEE #4751,11646 SARCEE TR NW,SHERWOOD,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-114.160395 51.1568011)
16684003,QAMARIA YEMENI COFFEE - BEACON HILL,#330 12024 SARCEE TR NW,SHERWOOD,FOOD SERVICE - PREMISES (SEATING),Licensed,POINT (-114.1620958 51.1617219)
12480372,TRAGICALLY VITAL THE FRESH COFFEE COMPANY,#38 11410 27 ST SE,SHEPARD INDUSTRIAL,FOOD SERVICE - PREMISES,Renewal Licensed,POINT (-113.9943949 50.9531229)
721274,STARBUCKS COFFEE #4308,#202 11566 24 ST SE,SHEPARD INDUSTRIAL,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-114.0015791 50.951152)
12264263,TIM HORTONS,#400 11488 24 ST SE,SHEPARD INDUSTRIAL,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",Renewal Licensed,POINT (-113.9998723 50.9545539)
16093320,COFFEE ADDICTS,#8034 11500 35 ST SE,SHEPARD INDUSTRIAL,"RETAIL DEALER - PREMISES,
WHOLESALER",Renewal Licensed,POINT (-113.9843357 50.9480373)
16684318,THE QUARRY CAFE,11400 27 ST SE,SHEPARD INDUSTRIAL,FOOD SERVICE - PREMISES (SEATING),Licensed,POINT (-113.995612 50.9540603)
16447013,FLAT WHITE COFFEEHOUSE (THE),#407 333 SHAWVILLE BV SE,SHAWNESSY,FOOD SERVICE - PREMISES (SEATING),Renewal Licensed,POINT (-114.0641653 50.898078)
